systemName;region;route;banner;abbrev;city;root;altRouteNames
irlluas;Gre;;;Green Line;irl.gre;
irlluas;Gre;;;Green Line (Marlborough loop);irl.gremar;
irlluas;Red;;;Red Line;irl.red;
irlluas;Red;;;Red Line (Connolly branch);irl.redcon;
irlluas;Red;;;Red Line (Saggart branch);irl.redsag;
