systemName;region;route;banner;abbrev;city;root;altRouteNames
deuhhu;DEU-SH;U1;;Nor;Norderstedt;deush.u01nor;
deuhhu;DEU-HH;U1;;;Hamburg;deuhh.u01;
deuhhu;DEU-SH;U1;;;Ahrensburg;deush.u01;
deuhhu;DEU-HH;U1;;Buc;Buckhorn;deuhh.u01buc;
deuhhu;DEU-SH;U1;;Hol;Holsbuttel;deush.u01hol;
deuhhu;DEU-HH;U1;;Ohl;Ohlstedt;deuhh.u01ohl;
deuhhu;DEU-HH;U2;;;;deuhh.u02;
deuhhu;DEU-HH;U3;;;;deuhh.u03;
deuhhu;DEU-HH;U4;;;;deuhh.u04;
