systemName;region;route;banner;abbrev;city;root;altRouteNames
espcmu;ESP-VC;C1;;Ali;;espvc.c1ali;
espcmu;ESP-MC;C1;;;;espmc.c1;
espcmu;ESP-MC;C2;;;Murcia;espmc.c2;
espcmu;ESP-AN;C2;;Pul;Pulpí;espan.c2pul;
espcmu;ESP-MC;C2;;Agu;Águilas;espmc.c2agu;
espcmu;ESP-VC;C3;;Ali;;espvc.c3ali;
