systemName;route;banner;groupName;roots
usascax;Arr;;Arrow;ca.arr
usascax;AntVlyLn;;Antelope Valley Line;ca.antvlyln
usascax;InlEmpLn;;Inland Empire-Orange County Line;ca.inlempln
usascax;OraCouLn;;Orange County Line;ca.oracouln
usascax;PerVlyLn;;91/Perris Valley Line;ca.pervlyln
usascax;RivLn;;Riverside Line;ca.rivln
usascax;SanBerLn;;San Bernardino Line;ca.sanberln
usascax;VenCouLn;;Ventura County Line;ca.vencouln
