systemName;route;banner;groupName;roots
thab;ARL;;Airport Rail Link;tha.arl
thab;SilLn;;BTS Silom Line;tha.silom
thab;SukLn;;BTS Sukumvit Line;tha.suk
thab;GoldLn;;BTS Gold Line;tha.gold
thab;BlueLn;;MRT Blue Line;tha.blue
thab;PurLn;;MRT Purple Line;tha.purple
thab;PinkLn;;MRT Pink Line;tha.pink
thab;YelLn;;MRT Yellow Line;tha.yellow
thab;DarkRedLn;;SRT Dark Red Line;tha.darkred
thab;LightRedLn;;SRT Light Red Line;tha.lightred
