systemName;route;banner;groupName;roots
chnhesjzm;1;;Shijiazhuang Metro Line 1;chnhe.sjzm01
chnhesjzm;2;;Shijiazhuang Metro Line 2;chnhe.sjzm02
chnhesjzm;3;;Shijiazhuang Metro Line 3;chnhe.sjzm03
