systemName;route;banner;groupName;roots
turif;F1;;İstanbul;tur.f01ist
turif;F2;;İstanbul;tur.f02ist
turif;F3;;İstanbul;tur.f03ist
turif;F4;;İstanbul;tur.f04ist
