systemName;region;route;banner;abbrev;city;root;altRouteNames
cango;ON;BT;;;Barrie Line;on.bt;
cango;ON;KI;;;Kitchener Line;on.ki;KT
cango;ON;LE;;;Lakeshore East Line;on.le;
cango;ON;LW;;;Lakeshore West Line (Hamilton);on.lw;
cango;ON;LW;;Nia;Lakeshore West Line (Niagara Falls);on.lwnia;
cango;ON;MI;;;Milton Line;on.mi;
cango;ON;RH;;;Richmond Hill Line;on.rh;
cango;ON;ST;;;Stouffville Line;on.st;
cango;ON;UP;;;Union-Pearson Express;on.up;
