systemName;region;route;banner;abbrev;city;root;altRouteNames
polskam;POL;S1;;Kra;Krakow;pol.s01kra;
polskam;POL;S2;;Kra;Krakow;pol.s02kra;
polskam;POL;S3;;Kra;Krakow;pol.s03kra;
