systemName;route;banner;groupName;roots
idnkrlc;A;;Lin Basoetta;idnjw.a
idnkrlc;B;;Lin Bogor (cabang Bogor);idnjw.b
idnkrlc;B;;Lin Bogor (cabang Nambo);idnjw.bnam
idnkrlc;C;;Lin Linkar Cikarang;idnjw.c
idnkrlc;R;;Lin Rangkasbitung;idnjw.r
idnkrlc;T;;Lin Tangerang;idnjw.t
idnkrlc;TP;;Lin Tanjung Priok;idnjw.tp
