systemName;route;banner;groupName;roots
usabsda;MLBlueLn;;Blue Line;mo.mlblueln,il.mlblueln
usabsda;MLRedLn;;Red Line;mo.mlredln,il.mlredln
usabsda;LoopTro;;Loop Trolley;mo.looptro
