braefvm;BRA-ES;VitMin;;;Estrada de Ferro Vitória a Minas;braes.vitmin;
braefvm;BRA-MG;VitMin;;;Estrada de Ferro Vitória a Minas;bramg.vitmin;
braefvm;BRA-MG;VitMin;;Ita;Estrada de Ferro Vitória a Minas (Itabira);bramg.vitminita;
