systemName;route;banner;groupName;roots
jpnxjrs;GomenLn;;Tosa Kuroshio RW Gomen-Nahari Line;jpn.xjrgomen
jpnxjrs;ShimanoLn;;Tosa Kuroshio RW Shimanto-Kuroshio Line;jpn.xjrshimanto
