systemName;route;banner;groupName;roots
wlstbac;BalaLakeRwy;;Rheilffordd Llyn Tegid;wls.balalakerwy
wlstbac;BreMouRwy;;Brecon Mountain Railway;wls.bremourwy
wlstbac;CorRwy;;Corris Railway;wls.corrwy
wlstbac;FaiRwy;;Fairbourne Railway;wls.fairwy
wlstbac;FfeRwy;;Ffestiniog Railway;wls.fferwy
wlstbac;LlaLakeRwy;;Llanberis Lake Railway;wls.llalakerwy
wlstbac;SnoMouRwy;;Snowdon Mountain Railway;wls.snomourwy
wlstbac;TalRwy;;Talyllyn Railway;wls.talrwy
wlstbac;ValeRheRwy;;Vale of Rheidol Railway;wls.valerherwy
wlstbac;WelHigHR;;Welsh Highland Heritage Railway;wls.welhighr
wlstbac;WelHigRwy;;Welsh Highland Railway;wls.welhigrwy
wlstbac;WelLlaRwy;;Welshpool & Llanfair Railway;wls.welllarwy
