systemName;route;banner;groupName;roots
chener;R13;;Neuchâtel;che.r13neu
chener;R15;;Neuchâtel;che.r15neu
chener;R20;;Neuchâtel;che.r20neu
chener;R21;;Neuchâtel;che.r21neu
chener;R22;;Neuchâtel;che.r22neu
chener;R23;;Neuchâtel;che.r23neu
chener;R24;;Neuchâtel;che.r24neu
chener;R36;;Jura;che.r36jur
chener;R37;;Jura;che.r37jur
chener;R41;;Biel/Bienne;che.r41bie
chener;R42;;Biel/Bienne;che.r42bie
chener;R51;;Jura;che.r51jur
