systemName;region;route;banner;abbrev;city;root;altRouteNames
deusnt;DEU-MV;1;;Sch;Schwerin;deumv.01sch;
deusnt;DEU-MV;2;;Sch;Schwerin (Hegelstraße bound);deumv.02sch;
deusnt;DEU-MV;2;;Lan;Schwerin (Lankow bound);deumv.02schlan;
deusnt;DEU-MV;3;;Sch;Schwerin;deumv.03sch;
deusnt;DEU-MV;4;;Sch;Schwerin;deumv.04sch;
