systemName;route;banner;groupName;roots
jpnsapm;NambokuLn;;Namboku Line;jpn.namboku
jpnsapm;TohoLn;;Toho Line;jpn.toho
jpnsapm;TozaiLn;;Tozai Line;jpn.tozai
