argtaold;BABra;;Buenos Aires - Bragado;arg.babra
argtaold;BACor;;Buenos Aires - Córdoba;arg.bacor
argtaold;BADar;;Buenos Aires - Justo Daract;arg.badar
argtaold;BAJun;;Buenos Aires - Junín;arg.bajun
argtaold;BAMarPla;;Buenos Aires - Mar del Plata;arg.bamarpla
argtaold;BAPeh;;Buenos Aires - Pehuajó;arg.bapeh
argtaold;BARos;;Buenos Aires - Rosario;arg.baros
argtaold;BATuc;;Buenos Aires - Tucumán;arg.batuc
argtaold;GuiPin;;General Guido - Divisadero de Pinamar;arg.guipin
