systemName;region;route;banner;abbrev;city;root;altRouteNames
deuksrt;DEU-HE;RT1;;;Kassel;deuhe.rt01;
deuksrt;DEU-HE;RT4;;;Kassel;deuhe.rt04;
deuksrt;DEU-HE;RT5;;;Kassel;deuhe.rt05;
