systemName;region;route;banner;abbrev;city;root;altRouteNames
irlluas;GrnLn;;;Green Line;irl.grnln;
irlluas;GrnLn;;Mar;Green Line (Marlborough loop);irl.grnlnmar;
irlluas;RedLn;;;Red Line;irl.redln;
irlluas;RedLn;;Con;Red Line (Connolly branch);irl.redlncon;
irlluas;RedLn;;Tal;Red Line (Tallaght branch);irl.redlntal;
