systemName;route;banner;groupName;roots
espmvbl;S1;;Metro del Vallès;espct.s1
espmvbl;S2;;Metro del Vallès;espct.s2
espmvbl;S3;;Metro del Baix Llobregat;espct.s3
espmvbl;S4;;Metro del Baix Llobregat;espct.s4
espmvbl;S5;;Metro del Vallès;espct.s5
espmvbl;S6;;Metro del Vallès;espct.s6
espmvbl;S7;;Metro del Vallès;espct.s7
espmvbl;S8;;Metro del Baix Llobregat;espct.s8
espmvbl;S9;;Metro del Baix Llobregat;espct.s9
