systemName;route;banner;groupName;roots
gbrwm;MalLn;;Malvern Line;eng.malln
gbrwm;SalLn;;Salop Line;eng.salln
gbrwm;ChaLn;;Chase Line;eng.chaln
gbrwm;XCLn;;Cross-City Line;eng.xcln
gbrwm;SHLn;;Snow Hill Line;eng.shln
gbrwm;StaLn;;Stratford Line;eng.staln
gbrwm;StoBr;;Stourbridge Branch;eng.stobr
gbrwm;StaLn;;Staffordshire Line;eng.staln
gbrwm;WarLn;;Warwickshire Line;eng.warln
