systemName;route;banner;groupName;roots
gbnlt;TLnk;;Tramlink (Croydon - New Addington);eng.tlnkcna
gbnlt;TLnk;;Tramlink (Wimbledon - West Croydon - Elmers End);eng.tlnkwee
gbnlt;TLnk;;Tramlink (Beckenham Jct - George St - Wimbledon);eng.tlnkbjw
